assets/images/icons/ui_main.png;Главное здание;0.5;0.75;1.5
assets/images/icons/ui_additional.png;Здание 1;-1.75;1;1.25
assets/images/icons/ui_additional.png;Здание 2;-0.95;1.3;-0.75
assets/images/icons/ui_additional.png;Здание 3;2.55;1;-0.5
